代码,名称,所属行业
SZ002183,怡 亚 通,物流
SZ002184,海得控制,自动化设备
SZ002185,华天科技,半导体及元件
SZ002186,全 聚 德,酒店及餐饮
SZ002187,广百股份,零售
SZ002188,巴士在线,房地产服务
SZ002189,中光学,国防军工
SZ002190,成飞集成,国防军工
SZ002191,劲嘉股份,包装印刷
SZ002192,融捷股份,小金属
SZ002193,如意集团,服装家纺
SZ002194,武汉凡谷,通信设备
SZ002195,二三四五,计算机应用
SZ002196,方正电机,电力设备
SZ002197,证通电子,计算机设备
SZ002198,嘉应制药,中药
SZ002199,东晶电子,半导体及元件
SZ002200,ST云投,建筑装饰
SZ002201,正威新材,建筑材料
SZ002202,金风科技,电力设备
SZ002203,海亮股份,工业金属
SZ002204,大连重工,专用设备
SZ002205,国统股份,建筑材料
SZ002206,海 利 得,化工合成材料
SZ002207,准油股份,油气开采及服务
SZ002208,合肥城建,房地产开发
SZ002209,达 意 隆,专用设备
SZ002210,飞马国际,环保
SZ002211,ST宏达,化学制品
SZ002212,天融信,计算机应用
SZ002213,大为股份,其他电子
SZ002214,大立科技,国防军工
SZ002215,诺 普 信,化学制品
SZ002216,三全食品,食品加工制造
SZ002217,合力泰,光学光电子
SZ002218,拓日新能,电力设备
SZ002219,恒康医疗,医疗服务
SZ002221,东华能源,石油加工贸易
SZ002222,福晶科技,光学光电子
SZ002223,鱼跃医疗,医疗器械
SZ002224,三 力 士,化工合成材料
SZ002225,濮耐股份,建筑材料
SZ002226,江南化工,化学制品
SZ002227,奥 特 迅,电力设备
SZ002228,合兴包装,包装印刷
SZ002229,鸿博股份,包装印刷
SZ002230,科大讯飞,计算机应用
SZ002231,奥维通信,国防军工
SZ002232,启明信息,计算机应用
SZ002233,塔牌集团,建筑材料
SZ002234,民和股份,养殖业
SZ002235,安妮股份,造纸
SZ002236,大华股份,计算机设备
SZ002237,恒邦股份,贵金属
SZ002238,天威视讯,传媒
SZ002239,奥特佳,汽车零部件
SZ002240,盛新锂能,小金属
SZ002241,歌尔股份,消费电子
SZ002242,九阳股份,小家电
SZ002243,力合科创,专业服务
SZ002244,滨江集团,房地产开发
SZ002245,蔚蓝锂芯,电力设备
SZ002246,北化股份,化学制品
SZ002247,聚力文化,建筑材料
SZ002248,华东数控,通用设备
SZ002249,大洋电机,电力设备
SZ002250,联化科技,化学制品
SZ002251,步 步 高,零售
SZ002252,上海莱士,生物制品
SZ002253,川大智胜,计算机应用
SZ002254,泰和新材,化工合成材料
SZ002255,海陆重工,电力设备
SZ002256,兆新股份,电力
SZ002258,利尔化学,化学制品
SZ002259,ST升达,燃气
SZ002261,拓维信息,计算机应用
SZ002262,恩华药业,化学制药
SZ002263,大东南,化工合成材料
SZ002264,新 华 都,传媒
SZ002265,西仪股份,汽车零部件
SZ002266,浙富控股,环保
SZ002267,陕天然气,燃气
SZ002268,卫 士 通,计算机设备
SZ002269,美邦服饰,服装家纺
SZ002270,华明装备,电力设备
SZ002271,东方雨虹,建筑材料
SZ002272,川润股份,专用设备
SZ002273,水晶光电,光学光电子
SZ002274,华昌化工,化学制品
SZ002275,桂林三金,中药
SZ002276,万马股份,电力设备
SZ002277,友阿股份,零售
SZ002278,神开股份,专用设备
SZ002279,久其软件,计算机应用
SZ002280,联络互动,互联网电商
SZ002281,光迅科技,通信设备
SZ002282,博深股份,通用设备
SZ002283,天润工业,汽车零部件
SZ002284,亚太股份,汽车零部件
SZ002285,世联行,房地产服务
SZ002286,保龄宝,农产品加工
SZ002287,奇正藏药,中药
SZ002288,超华科技,半导体及元件
SZ002289,宇顺电子,光学光电子
SZ002290,禾盛新材,白色家电
SZ002291,星期六,传媒
SZ002292,奥飞娱乐,传媒
SZ002293,罗莱生活,服装家纺
SZ002294,信立泰,化学制药
SZ002295,精艺股份,工业金属
SZ002296,辉煌科技,通信设备
SZ002297,博云新材,国防军工
SZ002298,中电兴发,计算机应用
SZ002299,圣农发展,养殖业
SZ002300,太阳电缆,电力设备
SZ002301,齐心集团,家用轻工
SZ002302,西部建设,建筑材料
SZ002303,美盈森,包装印刷
SZ002304,洋河股份,饮料制造
SZ002305,南国置业,房地产开发
SZ002306,中科云网,酒店及餐饮
SZ002307,北新路桥,建筑装饰
SZ002308,威创股份,计算机设备
SZ002309,ST中利,电力设备
SZ002310,东方园林,环保
SZ002311,海大集团,农产品加工
SZ002312,川发龙蟒,化学制品
SZ002313,*ST日海,通信设备
SZ002314,南山控股,房地产开发
SZ002315,焦点科技,互联网电商
SZ002316,*ST亚联,保险及其他
SZ002317,众生药业,中药
SZ002318,久立特材,钢铁
SZ002319,乐通股份,化学制品
SZ002320,海峡股份,港口航运
SZ002321,ST华英,养殖业
SZ002322,理工能科,计算机应用
SZ002323,雅博股份,建筑装饰
SZ002324,普利特,化工合成材料
SZ002325,洪涛股份,建筑装饰
SZ002326,永太科技,化学制品
SZ002327,富安娜,服装家纺
SZ002328,新朋股份,汽车零部件
SZ002329,皇氏集团,食品加工制造
SZ002330,得利斯,食品加工制造
SZ002331,皖通科技,计算机应用
SZ002332,仙琚制药,化学制药
SZ002333,罗普斯金,建筑材料
SZ002334,英威腾,自动化设备
SZ002335,科华数据,电力设备
SZ002336,人人乐,零售
SZ002337,赛象科技,专用设备
SZ002338,奥普光电,国防军工
SZ002339,积成电子,电力设备
SZ002340,格林美,电力设备
SZ002341,新纶新材,化工合成材料
SZ002342,巨力索具,通用设备
SZ002343,慈文传媒,传媒
SZ002344,海宁皮城,零售
SZ002345,潮宏基,家用轻工
SZ002346,柘中股份,电力设备
SZ002347,泰尔股份,通用设备
SZ002348,高乐股份,家用轻工
SZ002349,精华制药,中药
SZ002350,北京科锐,电力设备
SZ002351,漫步者,消费电子
SZ002352,顺丰控股,物流
SZ002353,杰瑞股份,专用设备
SZ002354,天娱数科,传媒
SZ002355,兴民智通,汽车零部件
SZ002356,赫美集团,零售
SZ002357,富临运业,公路铁路运输
SZ002358,ST森源,电力设备
SZ002360,同德化工,化学制品
SZ002361,神剑股份,化工合成材料
SZ002362,汉王科技,计算机应用
SZ002363,隆基机械,汽车零部件
SZ002364,中恒电气,电力设备
SZ002365,永安药业,化学制药
SZ002366,*ST海核,电力设备
SZ002367,康力电梯,专用设备
SZ002368,太极股份,计算机应用
SZ002369,卓翼科技,消费电子
SZ002370,亚太药业,化学制药
SZ002371,北方华创,半导体及元件
SZ002372,伟星新材,建筑材料
SZ002373,千方科技,计算机应用
SZ002374,中锐股份,包装印刷
SZ002375,亚厦股份,建筑装饰
SZ002376,新北洋,计算机设备
SZ002377,国创高新,房地产服务
SZ002378,章源钨业,小金属
SZ002379,宏创控股,工业金属
SZ002380,科远智慧,计算机应用
SZ002381,双箭股份,化工合成材料
SZ002382,蓝帆医疗,医疗器械
SZ002383,合众思壮,国防军工
SZ002384,东山精密,半导体及元件
SZ002385,大北农,农产品加工
SZ002386,天原股份,化学原料
SZ002387,维信诺,光学光电子
SZ002388,新亚制程,其他电子
SZ002389,航天彩虹,国防军工
SZ002390,信邦制药,中药
SZ002391,长青股份,化学制品
SZ002392,北京利尔,建筑材料
SZ002393,力生制药,化学制药
SZ002394,联发股份,纺织制造
SZ002395,双象股份,化工合成材料
SZ002396,星网锐捷,通信设备
SZ002397,梦洁股份,服装家纺
SZ002398,垒知集团,建筑材料
SZ002399,海普瑞,化学制药
SZ002400,省广集团,传媒
SZ002401,中远海科,计算机应用
SZ002402,和而泰,消费电子
SZ002403,爱仕达,小家电
SZ002404,嘉欣丝绸,纺织制造
SZ002405,四维图新,计算机应用
SZ002406,远东传动,汽车零部件
SZ002407,多氟多,化学制品
SZ002408,齐翔腾达,石油加工贸易
SZ002409,雅克科技,半导体及元件
SZ002410,广联达,计算机应用
SZ002411,*ST必康,化学制药
SZ002412,汉森制药,中药
SZ002413,雷科防务,国防军工
SZ002414,高德红外,国防军工
SZ002415,海康威视,计算机设备
SZ002416,爱施德,零售
SZ002417,*ST深南,计算机应用
SZ002418,康盛股份,白色家电
SZ002419,天虹股份,零售
SZ002420,毅昌科技,白色家电
SZ002421,达实智能,计算机应用
SZ002422,科伦药业,化学制药
SZ002423,中粮资本,保险及其他
SZ002424,贵州百灵,中药
SZ002425,凯撒文化,传媒
SZ002426,胜利精密,通用设备
SZ002427,*ST尤夫,化工合成材料
SZ002428,云南锗业,小金属
SZ002429,兆驰股份,黑色家电
SZ002430,杭氧股份,化学制品
SZ002431,棕榈股份,建筑装饰
SZ002432,九安医疗,医疗器械
SZ002433,太安堂,中药
SZ002434,万里扬,汽车零部件
SZ002435,长江健康,化学制药
SZ002436,兴森科技,半导体及元件
SZ002437,誉衡药业,化学制药
SZ002438,江苏神通,通用设备
SZ002439,启明星辰,计算机应用
SZ002440,闰土股份,化学制品
SZ002441,众业达,电力设备
SZ002442,龙星化工,化工合成材料
SZ002443,金洲管道,钢铁
SZ002444,巨星科技,通用设备
SZ002445,中南文化,通用设备
SZ002446,盛路通信,国防军工
SZ002448,中原内配,汽车零部件
SZ002449,国星光电,光学光电子
SZ002451,摩恩电气,电力设备
SZ002452,长高电新,电力设备
SZ002453,华软科技,计算机应用
SZ002454,松芝股份,汽车零部件
SZ002455,百川股份,化学制品
SZ002456,欧菲光,光学光电子
SZ002457,青龙管业,建筑材料
SZ002458,益生股份,养殖业
SZ002459,晶澳科技,电力设备
SZ002460,赣锋锂业,小金属
SZ002461,珠江啤酒,饮料制造
SZ002462,嘉事堂,医药商业
SZ002463,沪电股份,半导体及元件
SZ002465,海格通信,国防军工
SZ002466,天齐锂业,小金属
SZ002467,二六三,通信服务
SZ002468,申通快递,物流
SZ002469,三维化学,化学原料
SZ002470,ST金正,化学制品
SZ002471,中超控股,电力设备
SZ002472,双环传动,汽车零部件
SZ002474,榕基软件,计算机应用
SZ002475,立讯精密,消费电子
SZ002476,宝莫股份,石油加工贸易
SZ002478,常宝股份,钢铁
SZ002479,富春环保,电力
SZ002480,新筑股份,通用设备
SZ002481,双塔食品,农产品加工
SZ002482,广田集团,建筑装饰
SZ002483,润邦股份,专用设备
SZ002484,江海股份,半导体及元件
SZ002485,*ST雪发,景点及旅游
SZ002486,嘉麟杰,纺织制造
SZ002487,大金重工,电力设备
SZ002488,金固股份,汽车零部件
SZ002489,浙江永强,家用轻工
SZ002490,山东墨龙,专用设备
SZ002491,通鼎互联,通信设备
SZ002492,恒基达鑫,物流
SZ002493,荣盛石化,石油加工贸易
SZ002494,华斯股份,服装家纺
SZ002495,佳隆股份,食品加工制造
SZ002496,辉丰股份,化学制品
SZ002497,雅化集团,化学制品
SZ002498,汉缆股份,电力设备
SZ002499,*ST科林,电力
SZ002500,山西证券,证券
SZ002501,利源精制,工业金属
SZ002502,鼎龙文化,传媒
SZ002503,搜于特,服装家纺
SZ002504,ST弘高,建筑装饰
SZ002505,鹏都农牧,贸易
SZ002506,协鑫集成,电力设备
SZ002507,涪陵榨菜,食品加工制造
SZ002508,老板电器,厨卫电器
SZ002510,天汽模,汽车零部件
SZ002511,中顺洁柔,美容护理
SZ002512,达华智能,计算机设备
SZ002513,蓝丰生化,化学制品
SZ002514,宝馨科技,通用设备
SZ002515,金字火腿,食品加工制造
SZ002516,旷达科技,汽车零部件
SZ002517,恺英网络,传媒
SZ002518,科士达,电力设备
SZ002519,银河电子,黑色家电
SZ002520,日发精机,通用设备
SZ002521,齐峰新材,造纸
SZ002522,浙江众成,化工合成材料
SZ002523,天桥起重,专用设备
SZ002524,光正眼科,医疗服务
SZ002526,山东矿机,专用设备
SZ002527,新时达,自动化设备
SZ002528,英飞拓,计算机设备
SZ002529,海源复材,专用设备
SZ002530,金财互联,计算机应用
SZ002531,天顺风能,电力设备
SZ002532,天山铝业,工业金属
SZ002533,金杯电工,电力设备
SZ002534,西子洁能,电力设备
SZ002535,ST林重,专用设备
SZ002536,飞龙股份,汽车零部件
SZ002537,海联金汇,汽车零部件
SZ002538,司尔特,化学制品
SZ002539,云图控股,化学制品
SZ002540,亚太科技,工业金属
SZ002541,鸿路钢构,建筑装饰
SZ002542,中化岩土,建筑装饰
SZ002543,万和电气,厨卫电器
SZ002544,普天科技,通信服务
SZ002545,东方铁塔,化学制品
SZ002546,新联电子,电力设备
SZ002547,春兴精工,消费电子
SZ002548,金新农,农产品加工
SZ002549,凯美特气,环保
SZ002550,千红制药,化学制药
SZ002551,尚荣医疗,医疗器械
SZ002552,宝鼎科技,通用设备
SZ002553,南方精工,汽车零部件
SZ002554,惠博普,油气开采及服务
SZ002555,三七互娱,传媒
SZ002556,辉隆股份,农业服务
SZ002557,洽洽食品,食品加工制造
SZ002558,巨人网络,传媒
SZ002559,亚威股份,通用设备
SZ002560,通达股份,电力设备
SZ002561,徐家汇,零售
SZ002562,兄弟科技,化学制品
SZ002563,森马服饰,服装家纺
SZ002564,天沃科技,建筑装饰
SZ002565,顺灏股份,包装印刷
SZ002566,益盛药业,中药
SZ002567,唐人神,农产品加工
SZ002568,百润股份,饮料制造
SZ002569,ST步森,服装家纺
SZ002570,贝因美,食品加工制造
SZ002571,德力股份,家用轻工
SZ002572,索菲亚,家用轻工
SZ002573,清新环境,环保
SZ002574,明牌珠宝,家用轻工
SZ002575,群兴玩具,综合
SZ002576,通达动力,电力设备
SZ002577,雷柏科技,计算机设备
SZ002578,闽发铝业,工业金属
SZ002579,中京电子,半导体及元件
SZ002580,圣阳股份,电力设备
SZ002581,未名医药,生物制品
SZ002582,好想你,食品加工制造
SZ002583,海能达,通信设备
SZ002584,西陇科学,电子化学品
SZ002585,双星新材,化工合成材料
SZ002586,*ST围海,建筑装饰
SZ002587,奥拓电子,光学光电子
SZ002588,史丹利,化学制品
SZ002589,瑞康医药,医药商业
SZ002590,万安科技,汽车零部件
SZ002591,恒大高新,环保
SZ002592,ST八菱,汽车零部件
SZ002593,日上集团,建筑装饰
SZ002594,比亚迪,汽车整车
SZ002595,豪迈科技,专用设备
SZ002596,海南瑞泽,建筑材料
SZ002597,金禾实业,化学制品
SZ002598,山东章鼓,通用设备
SZ002599,盛通股份,包装印刷
SZ002600,领益智造,消费电子
SZ002601,龙佰集团,化学原料
SZ002602,世纪华通,传媒
SZ002603,以岭药业,中药
SZ002605,姚记科技,传媒
SZ002606,大连电瓷,电力设备
SZ002607,中公教育,教育
SZ002608,江苏国信,电力
SZ002609,捷顺科技,计算机应用
SZ002610,爱康科技,电力设备
SZ002611,东方精工,专用设备
SZ002612,朗姿股份,服装家纺
SZ002613,北玻股份,建筑材料
SZ002614,奥佳华,小家电
SZ002615,哈尔斯,家用轻工
SZ002616,长青集团,电力
SZ002617,露笑科技,电力
SZ002620,瑞和股份,建筑装饰
SZ002621,美吉姆,教育
SZ002622,融钰集团,医疗服务
SZ002623,亚玛顿,电力设备
SZ002624,完美世界,传媒
SZ002625,光启技术,国防军工
SZ002626,金达威,食品加工制造
SZ002627,三峡旅游,公路铁路运输
SZ002628,成都路桥,建筑装饰
SZ002629,仁智股份,油气开采及服务
SZ002630,华西能源,电力设备
SZ002631,德尔未来,家用轻工
SZ002632,道明光学,化工合成材料
SZ002633,申科股份,通用设备
SZ002634,棒杰股份,服装家纺
SZ002635,安洁科技,消费电子
SZ002636,金安国纪,半导体及元件
SZ002637,赞宇科技,化学制品
SZ002638,勤上股份,教育
SZ002639,雪人股份,通用设备
SZ002640,*ST跨境,互联网电商
SZ002641,公元股份,建筑材料
SZ002642,荣联科技,计算机应用
SZ002643,万润股份,电子化学品
SZ002644,佛慈制药,中药
SZ002645,华宏科技,环保
SZ002646,天佑德酒,饮料制造
SZ002647,仁东控股,保险及其他
SZ002648,卫星化学,化学制品
SZ002649,博彦科技,计算机应用
SZ002650,加加食品,食品加工制造
SZ002651,利君股份,专用设备
SZ002652,扬子新材,建筑材料
SZ002653,海思科,化学制药
SZ002654,万润科技,光学光电子
SZ002655,共达电声,消费电子
SZ002656,ST摩登,服装家纺
SZ002657,中科金财,计算机应用
SZ002658,雪迪龙,环保
SZ002659,凯文教育,教育
SZ002660,茂硕电源,消费电子
SZ002661,克明食品,农产品加工
SZ002662,京威股份,汽车零部件
SZ002663,普邦股份,建筑装饰
SZ002664,长鹰信质,汽车零部件
SZ002665,首航高科,电力设备
SZ002666,德联集团,化学制品
SZ002667,鞍重股份,专用设备
SZ002668,ST奥马,白色家电
SZ002669,康达新材,化学制品
SZ002670,国盛金控,证券
SZ002671,龙泉股份,建筑材料
SZ002672,东江环保,环保
SZ002673,西部证券,证券
SZ002674,兴业科技,纺织制造
SZ002675,东诚药业,化学制药
SZ002676,顺威股份,白色家电
SZ002677,浙江美大,厨卫电器
SZ002678,珠江钢琴,家用轻工
SZ002679,福建金森,种植业与林业
SZ002681,奋达科技,消费电子
SZ002682,龙洲股份,物流
SZ002683,广东宏大,化学制品
SZ002685,华东重机,通用设备
SZ002686,亿利达,通用设备
SZ002687,乔治白,服装家纺
SZ002688,金河生物,农业服务
SZ002689,远大智能,专用设备
SZ002690,美亚光电,专用设备
SZ002691,冀凯股份,专用设备
SZ002692,ST远程,电力设备
SZ002693,双成药业,生物制品
SZ002694,顾地科技,建筑材料
SZ002695,煌上煌,食品加工制造
SZ002696,百洋股份,农产品加工
SZ002697,红旗连锁,零售
SZ002698,博实股份,自动化设备
SZ002699,ST美盛,传媒
SZ002700,ST浩源,燃气
SZ002701,奥瑞金,包装印刷
SZ002702,海欣食品,食品加工制造
SZ002703,浙江世宝,汽车零部件
SZ002705,新宝股份,小家电
SZ002706,良信股份,电力设备
SZ002707,众信旅游,景点及旅游
SZ002708,光洋股份,汽车零部件
SZ002709,天赐材料,电力设备
SZ002712,思美传媒,传媒
SZ002713,东易日盛,建筑装饰
SZ002714,牧原股份,养殖业
SZ002715,登云股份,汽车零部件
SZ002716,金贵银业,贵金属
SZ002717,岭南股份,环保
SZ002718,友邦吊顶,建筑材料
SZ002719,麦趣尔,食品加工制造
SZ002721,金一文化,家用轻工
SZ002722,金轮股份,专用设备
SZ002723,金莱特,光学光电子
SZ002724,海洋王,其他电子
SZ002725,跃岭股份,汽车零部件
SZ002726,龙大美食,食品加工制造
SZ002727,一心堂,医药商业
SZ002728,特一药业,中药
SZ002729,好利科技,其他电子
SZ002730,电光科技,专用设备
SZ002731,萃华珠宝,家用轻工
SZ002732,燕塘乳业,食品加工制造
SZ002733,雄韬股份,电力设备
SZ002734,利民股份,化学制品
SZ002735,王子新材,包装印刷
SZ002736,国信证券,证券
SZ002737,葵花药业,中药
SZ002738,中矿资源,小金属
SZ002739,万达电影,传媒
SZ002740,ST爱迪尔,家用轻工
SZ002741,光华科技,电子化学品
SZ002742,三圣股份,建筑材料
SZ002743,富煌钢构,建筑装饰
SZ002745,木林森,光学光电子
SZ002746,仙坛股份,养殖业
SZ002747,埃斯顿,自动化设备
SZ002748,世龙实业,化学原料
SZ002749,国光股份,化学制品
SZ002750,龙津药业,中药
SZ002751,*ST易尚,专业服务
SZ002752,N兴股份,包装印刷
SZ002753,永东股份,化工合成材料
SZ002755,奥赛康,化学制药
SZ002756,永兴材料,钢铁
SZ002757,南兴股份,专用设备
SZ002758,浙农股份,汽车服务
SZ002759,天际股份,电力设备
SZ002760,凤形股份,通用设备
SZ002761,浙江建投,建筑装饰
SZ002762,金发拉比,服装家纺
SZ002763,汇洁股份,服装家纺
SZ002765,蓝黛科技,光学光电子
SZ002766,索菱股份,汽车零部件
SZ002767,先锋电子,仪器仪表
SZ002768,国恩股份,化工合成材料
SZ002769,普路通,物流
SZ002771,真视通,计算机应用
SZ002772,众兴菌业,种植业与林业
SZ002773,康弘药业,化学制药
SZ002774,快意电梯,专用设备
SZ002775,文科园林,建筑装饰
SZ002776,ST柏龙,服装家纺
SZ002777,久远银海,计算机应用
SZ002778,中晟高科,环保
SZ002779,中坚科技,专用设备
SZ002780,三夫户外,服装家纺
SZ002781,*ST奇信,建筑装饰
SZ002782,可立克,消费电子
SZ002783,凯龙股份,化学制品
SZ002785,万里石,建筑材料
SZ002786,银宝山新,专用设备
SZ002787,华源控股,包装印刷
SZ002788,鹭燕医药,医药商业
SZ002789,建艺集团,建筑装饰
SZ002790,瑞尔特,家用轻工
SZ002791,坚朗五金,建筑材料
SZ002792,通宇通讯,通信设备
SZ002793,罗欣药业,化学制药
SZ002795,永和智控,通用设备
SZ002796,世嘉科技,通信设备
SZ002797,第一创业,证券
SZ002798,帝欧家居,家用轻工
SZ002799,环球印务,包装印刷
SZ002800,天顺股份,物流
SZ002801,微光股份,电力设备
SZ002802,洪汇新材,化学制品
SZ002803,吉宏股份,互联网电商
SZ002805,丰元股份,电力设备
SZ002806,华锋股份,工业金属
SZ002807,江阴银行,银行
SZ002808,恒久科技,光学光电子
SZ002809,红墙股份,化学制品
SZ002810,山东赫达,化学制品
SZ002811,郑中设计,建筑装饰
SZ002812,恩捷股份,电力设备
SZ002813,路畅科技,汽车零部件
SZ002815,崇达技术,半导体及元件
SZ002816,和科达,专用设备
SZ002817,黄山胶囊,医疗器械
SZ002818,富森美,零售
SZ002819,东方中科,仪器仪表
SZ002820,桂发祥,食品加工制造
SZ002821,凯莱英,医疗服务
SZ002822,中装建设,建筑装饰
SZ002823,凯中精密,电力设备
SZ002824,和胜股份,工业金属
SZ002825,纳尔股份,化工合成材料
SZ002826,易明医药,化学制药
SZ002827,高争民爆,化学制品
SZ002828,贝肯能源,油气开采及服务
SZ002829,星网宇达,国防军工
SZ002830,名雕股份,建筑装饰
SZ002831,裕同科技,包装印刷
SZ002832,比音勒芬,服装家纺
SZ002833,弘亚数控,专用设备
SZ002835,同为股份,计算机设备
SZ002836,新宏泽,包装印刷
SZ002837,英维克,专用设备
SZ002838,道恩股份,化工合成材料
SZ002839,张家港行,银行
SZ002840,华统股份,食品加工制造
SZ002841,视源股份,光学光电子
SZ002842,翔鹭钨业,小金属
SZ002843,泰嘉股份,通用设备
SZ002845,同兴达,光学光电子
SZ002846,英联股份,包装印刷
SZ002847,盐津铺子,食品加工制造
SZ002848,高斯贝尔,黑色家电
SZ002849,威星智能,仪器仪表
SZ002850,科达利,电力设备
SZ002851,麦格米特,电力设备
SZ002852,道道全,农产品加工
SZ002853,皮阿诺,家用轻工
SZ002855,捷荣技术,消费电子
SZ002856,美芝股份,建筑装饰
SZ002857,三晖电气,电力设备
SZ002858,力盛体育,其他社会服务
SZ002859,洁美科技,其他电子
SZ002860,星帅尔,白色家电
SZ002861,瀛通通讯,消费电子
SZ002862,实丰文化,家用轻工
SZ002863,今飞凯达,汽车零部件
SZ002864,盘龙药业,中药
SZ002865,钧达股份,电力设备
SZ002866,传艺科技,消费电子
SZ002867,周大生,家用轻工
SZ002868,绿康生化,农业服务
SZ002869,金溢科技,其他电子
SZ002870,香山股份,汽车零部件
SZ002871,伟隆股份,通用设备
SZ002872,ST天圣,化学制药
SZ002873,新天药业,中药
SZ002875,安奈儿,服装家纺
SZ002876,三利谱,光学光电子
SZ002877,智能自控,通用设备
SZ002878,元隆雅图,专业服务
SZ002879,长缆科技,电力设备
SZ002880,卫光生物,生物制品
SZ002881,美格智能,消费电子
SZ002882,金龙羽,电力设备
SZ002883,中设股份,建筑装饰
SZ002884,凌霄泵业,通用设备
SZ002885,京泉华,消费电子
SZ002886,沃特股份,化工合成材料
SZ002887,绿茵生态,环保
SZ002888,惠威科技,消费电子
SZ002889,东方嘉盛,物流
SZ002890,弘宇股份,专用设备
SZ002891,中宠股份,农产品加工
