代码,名称,所属行业
SZ300558,贝达药业,化学制药
SZ300559,佳发教育,计算机应用
SZ300560,中富通,通信服务
SZ300561,汇金科技,计算机应用
SZ300562,乐心医疗,医疗器械
SZ300563,神宇股份,通信设备
SZ300564,筑博设计,建筑装饰
SZ300565,科信技术,通信设备
SZ300566,激智科技,光学光电子
SZ300567,精测电子,仪器仪表
SZ300568,星源材质,电力设备
SZ300569,天能重工,电力设备
SZ300570,太辰光,通信设备
SZ300571,平治信息,传媒
SZ300572,安车检测,专业服务
SZ300573,兴齐眼药,化学制药
SZ300575,中旗股份,化学制品
SZ300576,容大感光,电子化学品
SZ300577,开润股份,纺织制造
SZ300578,会畅通讯,通信服务
SZ300579,数字认证,计算机应用
SZ300580,贝斯特,汽车零部件
SZ300581,晨曦航空,国防军工
SZ300582,英飞特,光学光电子
SZ300583,赛托生物,化学制药
SZ300584,海辰药业,化学制药
SZ300585,奥联电子,汽车零部件
SZ300586,美联新材,化工合成材料
SZ300587,天铁股份,化工合成材料
SZ300588,熙菱信息,计算机设备
SZ300589,江龙船艇,国防军工
SZ300590,移为通信,通信设备
SZ300591,万里马,服装家纺
SZ300592,华凯易佰,互联网电商
SZ300593,新雷能,电力设备
SZ300594,朗进科技,非汽车交运
SZ300595,欧普康视,医疗器械
SZ300596,利安隆,化学制品
SZ300597,吉大通信,通信服务
SZ300598,诚迈科技,计算机应用
SZ300599,雄塑科技,建筑材料
SZ300600,国瑞科技,国防军工
SZ300601,康泰生物,生物制品
SZ300602,飞荣达,消费电子
SZ300603,立昂技术,通信服务
SZ300604,长川科技,半导体及元件
SZ300605,恒锋信息,计算机应用
SZ300606,金太阳,通用设备
SZ300607,拓斯达,自动化设备
SZ300608,思特奇,计算机应用
SZ300609,汇纳科技,计算机应用
SZ300610,晨化股份,化学制品
SZ300611,美力科技,汽车零部件
SZ300612,宣亚国际,传媒
SZ300613,富瀚微,半导体及元件
SZ300614,百川畅银,环保
SZ300615,欣天科技,通信设备
SZ300616,尚品宅配,家用轻工
SZ300617,安靠智电,电力设备
SZ300618,寒锐钴业,小金属
SZ300619,金银河,电力设备
SZ300620,光库科技,通信设备
SZ300621,维业股份,建筑装饰
SZ300622,博士眼镜,零售
SZ300623,捷捷微电,半导体及元件
SZ300624,万兴科技,计算机应用
SZ300625,三雄极光,光学光电子
SZ300626,华瑞股份,电力设备
SZ300627,华测导航,通信设备
SZ300628,亿联网络,通信设备
SZ300629,新劲刚,国防军工
SZ300630,普利制药,化学制药
SZ300631,久吾高科,环保
SZ300632,光莆股份,光学光电子
SZ300633,开立医疗,医疗器械
SZ300634,彩讯股份,计算机应用
SZ300635,中达安,建筑装饰
SZ300636,同和药业,化学制药
SZ300637,扬帆新材,电子化学品
SZ300638,广和通,通信设备
SZ300639,凯普生物,医疗器械
SZ300640,德艺文创,家用轻工
SZ300641,正丹股份,化学制品
SZ300642,透景生命,医疗器械
SZ300643,万通智控,汽车零部件
SZ300644,南京聚隆,化工合成材料
SZ300645,正元智慧,计算机设备
SZ300647,超频三,光学光电子
SZ300648,星云股份,电力设备
SZ300649,杭州园林,建筑装饰
SZ300650,太龙股份,其他电子
SZ300651,金陵体育,家用轻工
SZ300652,雷迪克,汽车零部件
SZ300653,正海生物,医疗器械
SZ300654,世纪天鸿,传媒
SZ300655,晶瑞电材,电子化学品
SZ300656,民德电子,其他电子
SZ300657,弘信电子,半导体及元件
SZ300658,延江股份,美容护理
SZ300659,中孚信息,计算机设备
SZ300660,江苏雷利,电力设备
SZ300661,圣邦股份,半导体及元件
SZ300662,科锐国际,专业服务
SZ300663,科蓝软件,计算机应用
SZ300664,鹏鹞环保,环保
SZ300665,飞鹿股份,化学制品
SZ300666,江丰电子,半导体及元件
SZ300667,必创科技,仪器仪表
SZ300668,杰恩设计,建筑装饰
SZ300669,沪宁股份,专用设备
SZ300670,大烨智能,电力设备
SZ300671,富满微,半导体及元件
SZ300672,国科微,半导体及元件
SZ300673,佩蒂股份,农产品加工
SZ300674,宇信科技,计算机应用
SZ300675,建科院,建筑装饰
SZ300676,华大基因,医疗器械
SZ300677,英科医疗,医疗器械
SZ300678,中科信息,计算机应用
SZ300679,电连技术,消费电子
SZ300680,隆盛科技,汽车零部件
SZ300681,英搏尔,汽车零部件
SZ300682,朗新科技,计算机应用
SZ300683,海特生物,生物制品
SZ300684,中石科技,消费电子
SZ300685,艾德生物,医疗器械
SZ300686,智动力,消费电子
SZ300687,赛意信息,计算机应用
SZ300688,创业黑马,教育
SZ300689,澄天伟业,通信设备
SZ300690,双一科技,电力设备
SZ300691,联合光电,计算机设备
SZ300692,中环环保,环保
SZ300693,盛弘股份,电力设备
SZ300694,蠡湖股份,汽车零部件
SZ300695,兆丰股份,汽车零部件
SZ300696,爱乐达,国防军工
SZ300697,电工合金,工业金属
SZ300698,万马科技,通信设备
SZ300699,光威复材,国防军工
SZ300700,岱勒新材,通用设备
SZ300701,森霸传感,光学光电子
SZ300702,天宇股份,化学制药
SZ300703,创源股份,家用轻工
SZ300705,九典制药,化学制药
SZ300706,阿石创,半导体及元件
SZ300707,威唐工业,汽车零部件
SZ300708,聚灿光电,光学光电子
SZ300709,精研科技,消费电子
SZ300710,万隆光电,通信设备
SZ300711,广哈通信,通信设备
SZ300712,永福股份,建筑装饰
SZ300713,英可瑞,电力设备
SZ300715,凯伦股份,建筑材料
SZ300716,国立科技,化工合成材料
SZ300717,华信新材,化工合成材料
SZ300718,长盛轴承,专用设备
SZ300719,安达维尔,国防军工
SZ300720,海川智能,仪器仪表
SZ300721,怡达股份,化学制品
SZ300722,新余国科,国防军工
SZ300723,一品红,化学制药
SZ300724,捷佳伟创,电力设备
SZ300725,药石科技,医疗服务
SZ300726,宏达电子,国防军工
SZ300727,润禾材料,化学制品
SZ300729,乐歌股份,家用轻工
SZ300730,科创信息,计算机应用
SZ300731,科创新源,化工合成材料
SZ300732,设研院,建筑装饰
SZ300733,西菱动力,汽车零部件
SZ300735,光弘科技,消费电子
SZ300736,百邦科技,其他电子
SZ300737,科顺股份,建筑材料
SZ300738,奥飞数据,计算机应用
SZ300739,明阳电路,半导体及元件
SZ300740,水羊股份,美容护理
SZ300741,华宝股份,化学制品
SZ300742,越博动力,汽车零部件
SZ300743,天地数码,计算机设备
SZ300745,欣锐科技,汽车零部件
SZ300746,汉嘉设计,建筑装饰
SZ300747,锐科激光,自动化设备
SZ300748,金力永磁,金属新材料
SZ300749,顶固集创,家用轻工
SZ300750,宁德时代,电力设备
SZ300751,迈为股份,电力设备
SZ300752,隆利科技,光学光电子
SZ300753,爱朋医疗,医疗器械
SZ300755,华致酒行,零售
SZ300756,金马游乐,专用设备
SZ300757,罗博特科,自动化设备
SZ300758,七彩化学,化学制品
SZ300759,康龙化成,医疗服务
SZ300760,迈瑞医疗,医疗器械
SZ300761,立华股份,养殖业
SZ300762,上海瀚讯,国防军工
SZ300763,锦浪科技,电力设备
SZ300765,新诺威,化学制药
SZ300766,每日互动,计算机应用
SZ300767,震安科技,化工合成材料
SZ300768,迪普科技,计算机应用
SZ300769,德方纳米,电力设备
SZ300770,新媒股份,传媒
SZ300771,智莱科技,计算机设备
SZ300772,运达股份,电力设备
SZ300773,拉卡拉,保险及其他
SZ300774,倍杰特,环保
SZ300775,三角防务,国防军工
SZ300776,帝尔激光,电力设备
SZ300777,中简科技,国防军工
SZ300778,新城市,建筑装饰
SZ300779,惠城环保,环保
SZ300780,德恩精工,通用设备
SZ300781,因赛集团,传媒
SZ300782,卓胜微,半导体及元件
SZ300783,三只松鼠,食品加工制造
SZ300785,值得买,传媒
SZ300786,国林科技,环保
SZ300787,海能实业,消费电子
SZ300788,中信出版,传媒
SZ300789,唐源电气,计算机设备
SZ300790,宇瞳光学,计算机设备
SZ300791,仙乐健康,食品加工制造
SZ300792,壹网壹创,互联网电商
SZ300793,佳禾智能,消费电子
SZ300795,米奥会展,专业服务
SZ300796,贝斯美,化学制品
SZ300797,钢研纳克,专业服务
SZ300798,锦鸡股份,化学制品
SZ300799,左江科技,计算机应用
SZ300800,力合科技,环保
SZ300801,泰和科技,化学制品
SZ300802,矩子科技,自动化设备
SZ300803,指南针,计算机应用
SZ300805,电声股份,传媒
SZ300806,斯迪克,化工合成材料
SZ300807,天迈科技,计算机设备
SZ300808,久量股份,光学光电子
SZ300809,华辰装备,通用设备
SZ300810,中科海讯,国防军工
SZ300811,铂科新材,金属新材料
SZ300812,易天股份,半导体及元件
SZ300813,泰林生物,专用设备
SZ300814,中富电路,半导体及元件
SZ300815,玉禾田,环保
SZ300816,艾可蓝,汽车零部件
SZ300817,双飞股份,通用设备
SZ300818,耐普矿机,通用设备
SZ300819,聚杰微纤,纺织制造
SZ300820,英杰电气,电力设备
SZ300821,东岳硅材,化学制品
SZ300822,贝仕达克,消费电子
SZ300823,建科机械,专用设备
SZ300824,北鼎股份,小家电
SZ300825,阿尔特,汽车服务
SZ300826,测绘股份,建筑装饰
SZ300827,上能电气,电力设备
SZ300828,锐新科技,通用设备
SZ300829,金丹科技,化学制品
SZ300830,金现代,计算机应用
SZ300831,派瑞股份,半导体及元件
SZ300832,新产业,医疗器械
SZ300833,浩洋股份,专用设备
SZ300834,星辉环材,化工合成材料
SZ300835,龙磁科技,金属新材料
SZ300836,佰奥智能,专用设备
SZ300837,浙矿股份,专用设备
SZ300838,浙江力诺,通用设备
SZ300839,博汇股份,石油加工贸易
SZ300840,酷特智能,服装家纺
SZ300841,康华生物,生物制品
SZ300842,帝科股份,电力设备
SZ300843,胜蓝股份,消费电子
SZ300844,山水比德,建筑装饰
SZ300845,捷安高科,计算机设备
SZ300846,首都在线,计算机应用
SZ300847,中船汉光,化学制品
SZ300848,美瑞新材,化学制品
SZ300849,锦盛新材,美容护理
SZ300850,新强联,电力设备
SZ300851,交大思诺,非汽车交运
SZ300852,四会富仕,半导体及元件
SZ300853,申昊科技,自动化设备
SZ300854,中兰环保,环保
SZ300855,图南股份,金属新材料
SZ300856,科思股份,美容护理
SZ300857,协创数据,消费电子
SZ300858,科拓生物,化学制品
SZ300859,西域旅游,景点及旅游
SZ300860,锋尚文化,专业服务
SZ300861,美畅股份,通用设备
SZ300862,蓝盾光电,环保
SZ300863,卡倍亿,汽车零部件
SZ300864,南大环境,环保
SZ300865,大宏立,专用设备
SZ300866,安克创新,消费电子
SZ300867,圣元环保,环保
SZ300868,杰美特,其他电子
SZ300869,康泰医学,医疗器械
SZ300870,欧陆通,电力设备
SZ300871,回盛生物,农业服务
SZ300872,天阳科技,计算机应用
SZ300873,海晨股份,物流
SZ300875,捷强装备,国防军工
SZ300876,蒙泰高新,化工合成材料
SZ300877,金春股份,纺织制造
SZ300878,维康药业,中药
SZ300879,大叶股份,专用设备
SZ300880,迦南智能,电力设备
SZ300881,盛德鑫泰,钢铁
SZ300882,万胜智能,电力设备
SZ300883,龙利得,包装印刷
SZ300884,狄耐克,计算机设备
SZ300885,海昌新材,通用设备
SZ300886,华业香料,美容护理
SZ300887,谱尼测试,专业服务
SZ300888,稳健医疗,纺织制造
SZ300889,爱克股份,光学光电子
SZ300890,翔丰华,电力设备
SZ300891,惠云钛业,化学原料
SZ300892,品渥食品,食品加工制造
SZ300893,松原股份,汽车零部件
SZ300894,火星人,厨卫电器
SZ300895,铜牛信息,计算机应用
SZ300896,爱美客,美容护理
SZ300897,山科智能,仪器仪表
SZ300898,熊猫乳品,食品加工制造
SZ300899,上海凯鑫,环保
SZ300900,广联航空,国防军工
SZ300901,中胤时尚,服装家纺
SZ300902,国安达,专用设备
SZ300903,科翔股份,半导体及元件
SZ300905,宝丽迪,化学制品
SZ300906,日月明,非汽车交运
SZ300907,康平科技,电力设备
SZ300908,仲景食品,食品加工制造
SZ300909,汇创达,光学光电子
SZ300910,瑞丰新材,化学制品
SZ300911,亿田智能,厨卫电器
SZ300912,凯龙高科,汽车零部件
SZ300913,兆龙互连,通信设备
SZ300915,海融科技,食品加工制造
SZ300916,朗特智能,消费电子
SZ300917,特发服务,房地产服务
SZ300918,南山智尚,服装家纺
SZ300919,中伟股份,电力设备
SZ300920,润阳科技,化工合成材料
SZ300921,南凌科技,通信服务
SZ300922,天秦装备,国防军工
SZ300923,研奥股份,非汽车交运
SZ300925,法本信息,计算机应用
SZ300926,博俊科技,汽车零部件
SZ300927,江天化学,化学原料
SZ300928,华安鑫创,汽车零部件
SZ300929,华骐环保,环保
SZ300930,屹通新材,金属新材料
SZ300931,通用电梯,专用设备
SZ300932,三友联众,电力设备
SZ300933,中辰股份,电力设备
SZ300935,盈建科,计算机应用
SZ300936,中英科技,半导体及元件
SZ300937,药易购,医药商业
SZ300938,信测标准,专业服务
SZ300939,秋田微,光学光电子
SZ300940,南极光,光学光电子
SZ300941,创识科技,计算机设备
SZ300942,易瑞生物,专业服务
SZ300943,春晖智控,通用设备
SZ300945,曼卡龙,家用轻工
SZ300946,恒而达,通用设备
SZ300947,德必集团,零售
SZ300948,冠中生态,环保
SZ300949,奥雅股份,建筑装饰
SZ300950,德固特,专用设备
SZ300951,博硕科技,消费电子
SZ300952,恒辉安防,服装家纺
SZ300953,震裕科技,通用设备
SZ300955,嘉亨家化,美容护理
SZ300956,英力股份,消费电子
SZ300957,贝泰妮,美容护理
SZ300958,建工修复,环保
SZ300959,线上线下,通信服务
SZ300960,通业科技,非汽车交运
SZ300961,深水海纳,环保
SZ300962,中金辐照,专业服务
SZ300963,中洲特材,金属新材料
SZ300964,本川智能,半导体及元件
SZ300965,恒宇信通,国防军工
SZ300966,共同药业,化学制药
SZ300967,晓鸣股份,养殖业
SZ300968,格林精密,消费电子
SZ300969,恒帅股份,汽车零部件
SZ300970,华绿生物,种植业与林业
SZ300971,博亚精工,专用设备
SZ300972,万辰生物,种植业与林业
SZ300973,立高食品,食品加工制造
SZ300975,商络电子,其他电子
SZ300976,达瑞电子,消费电子
SZ300977,深圳瑞捷,建筑装饰
SZ300978,东箭科技,汽车零部件
SZ300979,华利集团,纺织制造
SZ300980,祥源新材,化工合成材料
SZ300981,中红医疗,医疗器械
SZ300982,苏文电能,建筑装饰
SZ300983,尤安设计,建筑装饰
SZ300984,金沃股份,通用设备
SZ300985,致远新能,通用设备
SZ300986,志特新材,工业金属
SZ300987,川网传媒,传媒
SZ300988,津荣天宇,专用设备
SZ300989,蕾奥规划,建筑装饰
SZ300990,同飞股份,通用设备
SZ300991,创益通,其他电子
SZ300992,泰福泵业,通用设备
SZ300993,玉马遮阳,家用轻工
SZ300994,久祺股份,非汽车交运
SZ300995,奇德新材,化工合成材料
SZ300996,普联软件,计算机应用
SZ300997,欢乐家,饮料制造
SZ300998,宁波方正,汽车零部件
SZ300999,金龙鱼,农产品加工
SZ301000,肇民科技,汽车零部件
SZ301001,凯淳股份,互联网电商
SZ301002,崧盛股份,光学光电子
SZ301003,江苏博云,化工合成材料
SZ301004,嘉益股份,家用轻工
SZ301005,超捷股份,汽车零部件
SZ301006,迈拓股份,仪器仪表
SZ301007,德迈仕,汽车零部件
SZ301008,宏昌科技,白色家电
SZ301009,可靠股份,美容护理
SZ301010,晶雪节能,建筑材料
SZ301011,华立科技,专用设备
SZ301012,扬电科技,电力设备
SZ301013,利和兴,专用设备
SZ301015,百洋医药,医药商业
SZ301016,雷尔伟,非汽车交运
SZ301017,漱玉平民,医药商业
SZ301018,申菱环境,通用设备
SZ301019,宁波色母,化工合成材料
SZ301020,密封科技,汽车零部件
SZ301021,英诺激光,自动化设备
SZ301022,海泰科,汽车零部件
SZ301023,江南奕帆,电力设备
SZ301024,霍普股份,建筑装饰
SZ301025,读客文化,传媒
SZ301026,浩通科技,小金属
SZ301027,华蓝集团,建筑装饰
SZ301028,东亚机械,通用设备
SZ301029,怡合达,自动化设备
SZ301030,仕净科技,环保
SZ301031,中熔电气,其他电子
SZ301032,新柴股份,通用设备
SZ301033,迈普医学,医疗器械
SZ301035,润丰股份,化学制品
SZ301036,双乐股份,化学制品
SZ301037,保立佳,化学制品
SZ301038,深水规院,建筑装饰
SZ301039,中集车辆,汽车整车
SZ301040,中环海陆,电力设备
SZ301041,金百泽,半导体及元件
SZ301042,安联锐视,计算机设备
SZ301043,绿岛风,通用设备
SZ301045,天禄科技,光学光电子
SZ301046,能辉科技,建筑装饰
SZ301047,义翘神州,医疗服务
SZ301048,金鹰重工,非汽车交运
SZ301049,超越科技,环保
SZ301050,雷电微力,国防军工
SZ301051,信濠光电,消费电子
SZ301052,果麦文化,传媒
SZ301053,远信工业,专用设备
SZ301055,张小泉,家用轻工
SZ301056,森赫股份,专用设备
SZ301057,汇隆新材,化工合成材料
SZ301058,中粮工科,建筑装饰
SZ301059,金三江,美容护理
SZ301060,兰卫医学,医疗服务
SZ301061,匠心家居,家用轻工
SZ301062,上海艾录,包装印刷
SZ301063,海锅股份,电力设备
SZ301065,本立科技,化学制药
SZ301066,万事利,纺织制造
SZ301067,显盈科技,消费电子
SZ301068,大地海洋,环保
SZ301069,凯盛新材,化学原料
SZ301070,开勒股份,通用设备
SZ301071,力量钻石,非金属材料
SZ301072,中捷精工,汽车零部件
SZ301073,君亭酒店,酒店及餐饮
SZ301075,多瑞医药,化学制药
SZ301076,新瀚新材,化学制品
SZ301077,星华反光,化学制品
SZ301078,孩子王,零售
SZ301079,邵阳液压,专用设备
SZ301080,百普赛斯,医疗服务
SZ301081,严牌股份,环保
SZ301082,久盛电气,电力设备
SZ301083,百胜智能,通用设备
SZ301085,亚康股份,计算机应用
SZ301086,鸿富瀚,消费电子
SZ301087,可孚医疗,医疗器械
SZ301088,戎美股份,服装家纺
SZ301089,拓新药业,化学制药
SZ301090,华润材料,化学制品
SZ301091,深城交,建筑装饰
SZ301092,争光股份,化工合成材料
SZ301093,华兰股份,医疗器械
SZ301096,百诚医药,医疗服务
SZ301097,天益医疗,医疗器械
SZ301098,金埔园林,建筑装饰
SZ301099,雅创电子,其他电子
SZ301100,风光股份,化学制品
SZ301101,明月镜片,家用轻工
SZ301102,兆讯传媒,传媒
SZ301103,何氏眼科,医疗服务
SZ301106,骏成科技,光学光电子
SZ301107,瑜欣电子,通用设备
SZ301108,洁雅股份,美容护理
SZ301109,军信股份,环保
SZ301110,青木股份,互联网电商
SZ301111,粤万年青,中药
SZ301112,信邦智能,自动化设备
SZ301113,雅艺科技,家用轻工
SZ301116,益客食品,食品加工制造
SZ301117,佳缘科技,计算机设备
SZ301118,恒光股份,化学原料
SZ301119,正强股份,汽车零部件
SZ301120,新特电气,电力设备
SZ301122,采纳股份,医疗器械
SZ301123,奕东电子,消费电子
SZ301125,腾亚精工,通用设备
SZ301126,达嘉维康,医药商业
SZ301127,天源环保,环保
SZ301128,强瑞技术,专用设备
SZ301129,瑞纳智能,仪器仪表
SZ301130,西点药业,化学制药
SZ301131,聚赛龙,化工合成材料
SZ301133,金钟股份,汽车零部件
SZ301135,瑞德智能,消费电子
SZ301136,招标股份,建筑装饰
SZ301137,哈焊华通,通用设备
SZ301138,华研精机,专用设备
SZ301139,N元道,通信服务
SZ301148,嘉戎技术,环保
SZ301149,隆华新材,化学制品
SZ301150,中一科技,工业金属
SZ301151,冠龙节能,通用设备
SZ301153,中科江南,计算机应用
SZ301155,海力风电,电力设备
SZ301156,美农生物,化学制品
SZ301158,德石股份,专用设备
SZ301159,三维天地,计算机应用
SZ301160,翔楼新材,钢铁
SZ301162,国能日新,计算机应用
SZ301163,宏德股份,通用设备
SZ301166,优宁维,医疗服务
SZ301167,建研设计,建筑装饰
SZ301168,通灵股份,电力设备
SZ301169,零点有数,专业服务
SZ301175,N中科环,环保
SZ301177,迪阿股份,家用轻工
SZ301178,天亿马,计算机应用
SZ301179,泽宇智能,电力设备
SZ301180,万祥科技,消费电子
SZ301181,标榜股份,汽车零部件
SZ301182,凯旺科技,消费电子
SZ301183,东田微,光学光电子
SZ301185,鸥玛软件,计算机应用
SZ301186,超达装备,汽车零部件
SZ301187,欧圣电气,小家电
SZ301188,力诺特玻,家用轻工
SZ301189,奥尼电子,消费电子
SZ301190,善水科技,化学制品
SZ301191,菲菱科思,通信设备
SZ301193,家联科技,家用轻工
SZ301196,唯科科技,化工合成材料
SZ301198,喜悦智行,包装印刷
SZ301199,迈赫股份,自动化设备
SZ301200,大族数控,自动化设备
SZ301201,诚达药业,医疗服务
SZ301206,三元生物,化学制品
SZ301207,华兰疫苗,生物制品
SZ301208,C中亦,计算机应用
SZ301211,亨迪药业,化学制药
SZ301212,联盛化学,化学制品
SZ301213,观想科技,国防军工
SZ301215,中汽股份,汽车服务
SZ301216,万凯新材,化学制品
SZ301217,铜冠铜箔,工业金属
SZ301218,华是科技,计算机应用
SZ301219,腾远钴业,小金属
SZ301220,亚香股份,化学制品
SZ301221,光庭信息,汽车零部件
SZ301222,浙江恒威,电力设备
SZ301226,祥明智能,电力设备
SZ301228,实朴检测,专业服务
SZ301229,纽泰格,汽车零部件
SZ301233,C盛帮,汽车零部件
SZ301234,C五洲,医疗器械
SZ301235,华康医疗,医疗服务
SZ301236,软通动力,计算机应用
SZ301237,和顺科技,化工合成材料
SZ301238,瑞泰新材,电力设备
SZ301239,C普瑞,医疗服务
SZ301248,杰创智能,计算机应用
SZ301256,华融化学,化学原料
SZ301257,普蕊斯,医疗服务
SZ301258,富士莱,化学制药
SZ301259,艾布鲁,环保
SZ301263,泰恩康,化学制药
SZ301266,宇邦新材,电力设备
SZ301268,铭利达,通用设备
SZ301279,金道科技,专用设备
SZ301286,侨源股份,化学制品
SZ301288,清研环境,环保
SZ301289,国缆检测,专业服务
SZ301298,东利机械,汽车零部件
SZ301302,华如科技,国防军工
SZ301312,智立方,自动化设备
SH600078,*ST澄星,化学制品
SH600083,*ST博信,综合
SH600112,*ST天成,电力设备
SH600122,ST宏图,零售
SH600136,ST明诚,其他社会服务
SH600139,*ST西源,保险及其他
SH600182,S*ST佳通,汽车零部件
SH600191,*ST华资,农产品加工
SH600221,ST海航,机场航运
SH600226,ST瀚叶,电力
SH600239,ST云城,房地产开发
SH600241,ST时万,电力设备
SH600242,*ST中昌,传媒
SH600260,*ST凯乐,通信设备
SH600265,*ST景谷,种植业与林业
SH600289,ST信通,通信服务
SH600290,ST华仪,电力设备
SH600303,ST曙光,汽车整车
SH600306,ST商城,零售
SH600311,*ST荣华,贵金属
SH600365,ST通葡,零售
SH600382,ST广珠,钢铁
SH600387,ST海越,石油加工贸易
SH600388,ST龙净,环保
SH600462,ST九有,传媒
SH600515,ST基础,机场航运
SH600518,ST康美,中药
SH600532,*ST未来,贸易
SH600568,ST中珠,医疗服务
SH600589,ST榕泰,化工合成材料
SH600599,ST熊猫,家用轻工
SH600601,*ST方科,半导体及元件
SH600608,ST沪科,贸易
SH600615,*ST丰华,小金属
SH600654,*ST中安,计算机应用
SH600666,*ST瑞德,光学光电子
SH600671,ST目药,中药
SH600719,ST热电,电力
SH600726,*ST华源,电力
SH600734,ST实达,通信设备
SH600759,ST洲际,油气开采及服务
SH600766,*ST园城,综合
SH600767,*ST运盛,计算机应用
SH600781,*ST辅仁,化学制药
SH600804,ST鹏博士,通信服务
SH600816,ST安信,保险及其他
SH603007,ST花王,建筑装饰
SH603039,ST泛微,计算机应用
SH603117,ST万林,物流
SH603557,ST起步,服装家纺
SH603603,*ST博天,环保
SH688086,*ST紫晶,计算机设备
SH688309,*ST恒誉,环保
